N0_7muVerMo,SubjVertMo,QGVertMotion,CombVerMo,AreaMeso_ALS,SatContMoist,RaoContMoist,CombMoisture,AreaMoDryAir,VISCloudCov,IRCloudCover,CombClouds,CldShadeOth,AMInstabMt,InsInMt,WndHodograph,OutflowFrMt,MorningBound,Boundaries,CldShadeConv,CompPlFcst,CapChange,LoLevMoistAd,InsChange,MountainFcst,Date,Scenario,ScenRelAMCIN,MorningCIN,AMCINInScen,CapInScen,ScenRelAMIns,LIfr12ZDENSd,AMDewptCalPl,AMInsWliScen,InsSclInScen,ScenRel3_4,LatestCIN,LLIW,CurPropConv,ScnRelPlFcst,PlainsFcst,N34StarFcst,R5Fcst,Dewpoints,LowLLapse,MeanRH,MidLLapse,MvmtFeatures,RHRatio,SfcWndShfDis,SynForcng,TempDis,WindAloft,WindFieldMt,WindFieldPln
WeakUp,Neutral,Neutral,WeakUp,WeakUp,Dry,Neutral,VeryWet,VeryWet,PC,Cloudy,Cloudy,Cloudy,Weak,Strong,StrongWest,Weak,None,Weak,Some,IncCapDecIns,Increasing,WeakPos,Increasing,SVR,Jul16_Aug10,F,CThruK,None,LessThanAve,LessThanAve,F,N5GtLIGt_8,Stability,MoreUnstable,MoreUnstable,ACEFK,None,Moderate,Strong,F,XNIL,XNIL,SVR,HighEvrywher,Stable,VeryMoist,ModerateOrLe,NoMajor,Other,None,LittleChange,Moving,LV,LVorOther,LV
StrongUp,Down,WeakUp,WeakUp,WeakUp,Neutral,Neutral,Wet,Wet,Clear,Clear,Clear,Clear,Strong,Strong,StrongWest,Strong,Strong,Strong,Marked,LittleChange,LittleChange,WeakPos,LittleChange,SIG,Aug20_Sep15,I,CThruK,PartInhibit,Average,Average,ABI,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,HI,None,Strong,Strong,I,XNIL,XNIL,SIG,LowSHighN,Steep,Average,CloseToDryAd,NoMajor,DryMMoistL,E_W_S,LittleChange,QStationary,AllElse,Westerly,DenvCyclone
Down,Down,WeakUp,Neutral,Neutral,Neutral,Neutral,Neutral,Wet,Clear,PC,Clear,Clear,Weak,Strong,Other,Weak,Weak,Weak,Some,LittleChange,LittleChange,StrongPos,LittleChange,SIG,May15_Jun14,G,CThruK,TotalInhibit,MoreThanAve,MoreThanAve,G,LILt_8,Stability,MoreUnstable,MoreUnstable,GJ,PartInhibit,Weak,None,G,XNIL,XNIL,SIG,LowEvrywhere,CloseToDryAd,Dry,CloseToDryAd,NoMajor,Other,None,SigNegative,None,LV,Westerly,WidespdDnsl
Down,Neutral,Neutral,Down,Down,Neutral,Wet,Wet,Neutral,Clear,Clear,Clear,Clear,None,Weak,StrongWest,Weak,None,Strong,Some,LittleChange,LittleChange,Neutral,LittleChange,XNIL,Aug20_Sep15,G,CThruK,None,LessThanAve,LessThanAve,G,N1GtLIGt_4,Stability,MoreUnstable,MoreUnstable,GJ,PartInhibit,Moderate,Moderate,G,XNIL,XNIL,XNIL,LowAtStation,CloseToDryAd,Average,CloseToDryAd,StrongFront,Other,DryLine,PosToNeg,None,NWQuad,Westerly,LV
StrongUp,Neutral,Down,Neutral,Neutral,Wet,VeryWet,VeryWet,Wet,Clear,Clear,Clear,Clear,Strong,Strong,Other,None,Strong,Strong,None,DecCapIncIns,Decreasing,StrongPos,Increasing,SVR,Aug11_Aug20,J,CThruK,PartInhibit,Average,LessThanAve,CDEJ,N1GtLIGt_4,Stability,Average,Average,GJ,TotalInhibit,Moderate,Moderate,J,SIG,SIG,SVR,LowAtStation,ModerateOrLe,Dry,ModerateOrLe,StrongFront,DryMMoistL,DryLine,LittleChange,Other,LV,LVorOther,LV
WeakUp,StronUp,Down,WeakUp,WeakUp,Neutral,Wet,Neutral,Neutral,Clear,PC,Clear,Clear,None,None,Westerly,None,None,None,None,IncCapDecIns,Increasing,StrongPos,Increasing,XNIL,May15_Jun14,H,CThruK,Stifling,MoreThanAve,MoreThanAve,H,N5GtLIGt_8,Stability,Average,MoreUnstable,HI,PartInhibit,Moderate,None,H,SIG,SIG,SIG,HighEvrywher,Stable,Average,ModerateOrLe,NoMajor,Other,MovingFtorOt,SigNegative,None,LV,Westerly,E_NE
Down,WeakUp,WeakUp,Neutral,Neutral,Wet,VeryWet,VeryWet,Wet,Clear,PC,Clear,Clear,None,Weak,DCVZFavor,None,None,None,Some,LittleChange,LittleChange,Neutral,Decreasing,SIG,Aug11_Aug20,B,AB,TotalInhibit,MoreThanAve,MoreThanAve,ABI,N1GtLIGt_4,Instability,LessUnstable,LessUnstable,B,None,Moderate,Strong,B,XNIL,XNIL,SIG,LowMtsHighPl,Steep,VeryMoist,ModerateOrLe,NoMajor,Other,MovingFtorOt,LittleChange,Moving,LV,Westerly,SEQuad
WeakUp,StronUp,Down,Neutral,Neutral,Neutral,VeryWet,Neutral,Neutral,PC,Clear,Clear,Clear,Strong,Strong,Other,Weak,None,Weak,None,IncCapDecIns,Increasing,WeakPos,LittleChange,SIG,Jul16_Aug10,B,AB,PartInhibit,LessThanAve,MoreThanAve,ABI,N5GtLIGt_8,Stability,Average,Average,B,None,Strong,Strong,B,SIG,SIG,SIG,LowMtsHighPl,ModerateOrLe,VeryMoist,Steep,NoMajor,DryMMoistL,DenvCyclone,LittleChange,None,NWQuad,Westerly,LV
Down,Down,Neutral,Down,Down,Dry,Dry,Neutral,Neutral,Clear,Clear,Clear,Clear,Weak,Strong,Westerly,Strong,Weak,Weak,Marked,IncCapDecIns,Increasing,Neutral,LittleChange,SVR,Jul16_Aug10,H,CThruK,None,LessThanAve,LessThanAve,H,LIGt0,Stability,LessUnstable,LessUnstable,HI,PartInhibit,Weak,None,H,XNIL,XNIL,SVR,LowMtsHighPl,Stable,Average,ModerateOrLe,NoMajor,DryMMoistL,Other,LittleChange,None,NWQuad,LVorOther,E_NE
StrongUp,WeakUp,Neutral,WeakUp,WeakUp,Neutral,Wet,Wet,VeryWet,PC,Cloudy,Cloudy,Cloudy,Strong,Strong,DCVZFavor,Strong,None,Strong,Some,LittleChange,LittleChange,Neutral,LittleChange,SVR,May15_Jun14,B,AB,PartInhibit,Average,Average,ABI,N5GtLIGt_8,Stability,Average,Average,B,TotalInhibit,Moderate,Slight,B,SVR,SVR,SVR,LowNHighS,Stable,Dry,Steep,NoMajor,Other,MovingFtorOt,LittleChange,QStationary,SWQuad,Westerly,SEQuad
StrongUp,Neutral,WeakUp,Neutral,Neutral,Wet,Wet,Wet,VeryWet,Clear,PC,PC,PC,Weak,Strong,DCVZFavor,Strong,Weak,Strong,Some,DecCapIncIns,Decreasing,Negative,Decreasing,SVR,May15_Jun14,B,AB,TotalInhibit,MoreThanAve,MoreThanAve,ABI,LIGt0,Neutral,LessUnstable,LessUnstable,B,None,Moderate,Strong,B,SIG,SIG,SVR,LowSHighN,Steep,Average,Steep,StrongFront,DryMMoistL,E_W_S,LittleChange,QStationary,AllElse,LVorOther,SEQuad
Neutral,Neutral,WeakUp,WeakUp,WeakUp,Neutral,Neutral,Neutral,Wet,PC,Cloudy,Cloudy,Cloudy,None,None,StrongWest,None,None,None,None,IncCapDecIns,Increasing,WeakPos,Increasing,XNIL,May15_Jun14,E,CThruK,None,LessThanAve,LessThanAve,CDEJ,N1GtLIGt_4,Neutral,Average,Average,ACEFK,None,Unfavorable,None,E,XNIL,XNIL,XNIL,LowEvrywhere,CloseToDryAd,Dry,Steep,NoMajor,MoistMDryL,DryLine,LittleChange,None,SWQuad,Westerly,LV
Down,Down,Neutral,Down,Down,Neutral,Neutral,Neutral,Wet,PC,Clear,Clear,Clear,Strong,Strong,Westerly,Weak,Weak,Weak,Some,IncCapDecIns,Increasing,Neutral,LittleChange,XNIL,Aug20_Sep15,J,CThruK,PartInhibit,LessThanAve,MoreThanAve,CDEJ,N1GtLIGt_4,Instability,MoreUnstable,Average,GJ,PartInhibit,Weak,Slight,J,XNIL,XNIL,XNIL,LowAtStation,Stable,Average,ModerateOrLe,NoMajor,DryMMoistL,None,LittleChange,None,LV,LVorOther,DenvCyclone
StrongUp,Neutral,Neutral,StrongUp,StrongUp,Neutral,Dry,Neutral,VeryWet,Clear,Clear,Clear,Clear,Weak,Strong,StrongWest,Strong,None,Weak,Marked,DecCapIncIns,Decreasing,Neutral,Decreasing,SVR,May15_Jun14,A,AB,Stifling,LessThanAve,LessThanAve,ABI,LIGt0,Instability,Average,LessUnstable,ACEFK,None,Weak,Moderate,A,SIG,SIG,SVR,HighEvrywher,Stable,Average,CloseToDryAd,MarkedUpper,DryMMoistL,DenvCyclone,NegToPos,Other,SWQuad,Westerly,DenvCyclone
WeakUp,Neutral,Neutral,WeakUp,WeakUp,Neutral,Dry,Dry,Dry,PC,Clear,Clear,Clear,Strong,Strong,StrongWest,Strong,None,Weak,Marked,LittleChange,LittleChange,StrongPos,Increasing,SIG,Jul16_Aug10,E,CThruK,PartInhibit,LessThanAve,LessThanAve,CDEJ,N1GtLIGt_4,Instability,LessUnstable,LessUnstable,ACEFK,Stifling,Moderate,Slight,E,XNIL,XNIL,SIG,HighEvrywher,CloseToDryAd,Average,ModerateOrLe,NoMajor,MoistMDryL,None,SigNegative,None,SWQuad,LVorOther,LongAnticyc
Neutral,Neutral,WeakUp,Neutral,Neutral,Neutral,Neutral,Neutral,Dry,Clear,Clear,Clear,Clear,None,None,Westerly,None,None,None,None,IncCapDecIns,Increasing,StrongPos,Increasing,XNIL,Jul16_Aug10,J,CThruK,PartInhibit,Average,MoreThanAve,CDEJ,N1GtLIGt_4,Neutral,Average,Average,GJ,PartInhibit,Moderate,Slight,J,XNIL,XNIL,XNIL,LowEvrywhere,Steep,Average,CloseToDryAd,NoMajor,MoistMDryL,DryLine,LittleChange,Other,LV,LVorOther,LV
WeakUp,WeakUp,WeakUp,WeakUp,WeakUp,Neutral,Neutral,Wet,Neutral,PC,Clear,Clear,Clear,None,Weak,StrongWest,Weak,None,Weak,Some,LittleChange,LittleChange,WeakPos,Increasing,SIG,Jun15_Jul1,A,AB,Stifling,MoreThanAve,MoreThanAve,ABI,N5GtLIGt_8,Neutral,LessUnstable,LessUnstable,ACEFK,None,Unfavorable,None,A,XNIL,SIG,SIG,Other,Stable,Dry,Steep,StrongFront,Other,DenvCyclone,SigNegative,Moving,SWQuad,LVorOther,E_NE
WeakUp,Down,Neutral,Neutral,Neutral,Neutral,Dry,Wet,Wet,PC,Clear,Clear,Clear,Strong,Strong,DCVZFavor,Weak,None,None,Marked,IncCapDecIns,Increasing,WeakPos,Increasing,SIG,May15_Jun14,B,AB,PartInhibit,MoreThanAve,MoreThanAve,ABI,N1GtLIGt_4,Stability,LessUnstable,Average,B,None,Weak,Strong,B,XNIL,XNIL,SIG,LowMtsHighPl,ModerateOrLe,Average,ModerateOrLe,NoMajor,DryMMoistL,DenvCyclone,NegToPos,Other,SWQuad,Westerly,SEQuad
WeakUp,Neutral,WeakUp,WeakUp,WeakUp,Wet,VeryWet,Wet,Wet,PC,Clear,PC,Cloudy,None,None,DCVZFavor,None,None,Weak,None,DecCapIncIns,Decreasing,WeakPos,Decreasing,XNIL,Jun15_Jul1,G,CThruK,PartInhibit,LessThanAve,LessThanAve,G,N5GtLIGt_8,Neutral,Average,Average,GJ,None,Moderate,Slight,G,XNIL,XNIL,XNIL,LowAtStation,CloseToDryAd,Dry,CloseToDryAd,NoMajor,MoistMDryL,Other,NegToPos,None,SWQuad,Westerly,LongAnticyc
WeakUp,Neutral,Neutral,Neutral,Neutral,Wet,VeryWet,VeryWet,VeryWet,Cloudy,Clear,Clear,Clear,None,Weak,Other,None,Weak,Weak,None,DecCapIncIns,Decreasing,Neutral,Decreasing,SIG,Aug20_Sep15,B,AB,PartInhibit,Average,LessThanAve,ABI,N1GtLIGt_4,Instability,MoreUnstable,Average,B,None,Weak,None,B,SIG,SIG,SIG,HighEvrywher,Steep,Dry,CloseToDryAd,OtherRapid,Other,MovingFtorOt,SigPositive,Other,LV,LVorOther,LongAnticyc
StrongUp,Down,StrongUp,Down,Down,Wet,Wet,Wet,Wet,PC,PC,PC,Clear,Weak,Strong,StrongWest,Weak,None,Weak,Marked,IncCapDecIns,Increasing,Neutral,LittleChange,XNIL,Aug20_Sep15,E,CThruK,TotalInhibit,MoreThanAve,MoreThanAve,CDEJ,N5GtLIGt_8,Neutral,MoreUnstable,MoreUnstable,ACEFK,Stifling,Moderate,None,E,XNIL,XNIL,XNIL,LowMtsHighPl,CloseToDryAd,Average,Steep,NoMajor,DryMMoistL,DryLine,LittleChange,None,AllElse,Westerly,E_NE
Down,Neutral,Neutral,Neutral,Neutral,Wet,Wet,Dry,Dry,PC,Clear,PC,PC,None,None,Westerly,None,None,None,None,IncCapDecIns,Increasing,StrongPos,Increasing,XNIL,May15_Jun14,K,CThruK,PartInhibit,MoreThanAve,MoreThanAve,K,N5GtLIGt_8,Instability,Average,MoreUnstable,ACEFK,None,Moderate,Moderate,K,XNIL,XNIL,XNIL,LowSHighN,ModerateOrLe,Average,CloseToDryAd,StrongFront,Other,None,PosToNeg,QStationary,AllElse,Westerly,WidespdDnsl
Down,Neutral,StrongUp,StrongUp,StrongUp,Neutral,Neutral,Neutral,Wet,PC,Cloudy,PC,PC,Weak,Strong,StrongWest,Strong,None,Weak,Some,DecCapIncIns,Decreasing,Neutral,Decreasing,SVR,May15_Jun14,D,CThruK,PartInhibit,Average,LessThanAve,CDEJ,LIGt0,Stability,LessUnstable,LessUnstable,D,PartInhibit,Strong,Slight,D,XNIL,XNIL,SVR,LowSHighN,CloseToDryAd,Dry,CloseToDryAd,OtherRapid,Other,E_W_N,SigNegative,QStationary,NWQuad,Westerly,WidespdDnsl
WeakUp,Neutral,Neutral,WeakUp,WeakUp,Wet,Neutral,Wet,VeryWet,Clear,Clear,Clear,PC,Weak,Weak,Westerly,Weak,None,Weak,Marked,IncCapDecIns,Increasing,Negative,Decreasing,XNIL,Aug11_Aug20,J,CThruK,PartInhibit,LessThanAve,LessThanAve,CDEJ,N5GtLIGt_8,Instability,MoreUnstable,Average,GJ,TotalInhibit,Moderate,None,J,SIG,SIG,SIG,LowAtStation,ModerateOrLe,Dry,Steep,NoMajor,MoistMDryL,E_W_S,LittleChange,Other,LV,LVorOther,LV
Down,WeakUp,Neutral,Down,Down,Wet,Wet,Wet,Wet,PC,PC,Cloudy,PC,Weak,Strong,Westerly,Strong,Strong,Weak,None,LittleChange,LittleChange,Negative,Decreasing,SIG,May15_Jun14,J,CThruK,TotalInhibit,MoreThanAve,MoreThanAve,CDEJ,LILt_8,Neutral,MoreUnstable,Average,GJ,PartInhibit,Strong,Strong,J,XNIL,XNIL,SIG,LowAtStation,Steep,Dry,CloseToDryAd,NoMajor,DryMMoistL,DryLine,LittleChange,Other,LV,LVorOther,DenvCyclone
Down,Neutral,StrongUp,Down,Down,VeryWet,Neutral,VeryWet,Wet,Cloudy,PC,PC,PC,Weak,Weak,DCVZFavor,None,Weak,Weak,Some,IncCapDecIns,Increasing,Negative,Decreasing,SIG,Jun15_Jul1,B,AB,Stifling,Average,Average,ABI,N1GtLIGt_4,Neutral,LessUnstable,LessUnstable,B,None,Weak,Moderate,B,SIG,SIG,SIG,HighEvrywher,ModerateOrLe,VeryMoist,Steep,NoMajor,DryMMoistL,None,LittleChange,Other,AllElse,Westerly,DenvCyclone
WeakUp,Neutral,Down,Neutral,Neutral,Neutral,Dry,Neutral,Dry,PC,PC,PC,Clear,None,Weak,StrongWest,Weak,None,Strong,Some,LittleChange,LittleChange,Negative,Increasing,XNIL,Aug20_Sep15,A,AB,PartInhibit,LessThanAve,LessThanAve,ABI,N1GtLIGt_4,Stability,Average,MoreUnstable,ACEFK,None,Moderate,Strong,A,SIG,SIG,SIG,HighEvrywher,Steep,Average,Steep,MarkedUpper,Other,DenvCyclone,PosToNeg,Other,SWQuad,Westerly,SEQuad
WeakUp,Neutral,Neutral,Neutral,Neutral,Dry,Wet,Neutral,Neutral,PC,Clear,PC,PC,Strong,Strong,StrongWest,Strong,Weak,Strong,Marked,IncCapDecIns,Increasing,StrongPos,Increasing,SIG,May15_Jun14,A,AB,None,LessThanAve,LessThanAve,ABI,N5GtLIGt_8,Instability,Average,Average,ACEFK,PartInhibit,Weak,None,A,SIG,SIG,SIG,Other,Stable,Average,CloseToDryAd,MarkedUpper,Other,DenvCyclone,SigNegative,Other,SWQuad,Westerly,DenvCyclone
WeakUp,StronUp,WeakUp,StrongUp,StrongUp,Neutral,Neutral,Neutral,Wet,Clear,Clear,Clear,Clear,Strong,Strong,StrongWest,Strong,None,Weak,Marked,LittleChange,LittleChange,WeakPos,Increasing,SIG,May15_Jun14,A,AB,PartInhibit,LessThanAve,LessThanAve,ABI,N1GtLIGt_4,Stability,LessUnstable,Average,ACEFK,None,Weak,Slight,A,SIG,XNIL,SIG,HighEvrywher,ModerateOrLe,Dry,CloseToDryAd,OtherRapid,DryMMoistL,DenvCyclone,SigNegative,Other,SWQuad,LVorOther,DenvCyclone
Down,Neutral,Neutral,Neutral,Neutral,Wet,Wet,Wet,Wet,Clear,Cloudy,PC,PC,Weak,Weak,Westerly,None,None,Weak,Some,IncCapDecIns,Increasing,WeakPos,Increasing,SIG,Jul16_Aug10,F,CThruK,PartInhibit,LessThanAve,Average,F,LILt_8,Stability,MoreUnstable,MoreUnstable,ACEFK,None,Moderate,Strong,F,XNIL,XNIL,SIG,HighEvrywher,Steep,VeryMoist,ModerateOrLe,NoMajor,Other,None,NegToPos,None,AllElse,LVorOther,E_NE
StrongUp,Neutral,Neutral,WeakUp,WeakUp,Neutral,VeryWet,VeryWet,VeryWet,PC,Clear,Clear,Clear,Strong,Strong,DCVZFavor,Strong,None,Weak,Marked,LittleChange,LittleChange,WeakPos,Increasing,SIG,Jul16_Aug10,B,AB,Stifling,LessThanAve,LessThanAve,ABI,N5GtLIGt_8,Instability,Average,MoreUnstable,B,None,Moderate,Slight,B,SIG,SIG,SIG,LowNHighS,ModerateOrLe,VeryMoist,Steep,NoMajor,DryMMoistL,DenvCyclone,PosToNeg,Other,NWQuad,LVorOther,DenvCyclone
StrongUp,WeakUp,Neutral,WeakUp,WeakUp,Neutral,Neutral,Neutral,Neutral,Clear,PC,PC,PC,None,Weak,DCVZFavor,Strong,Weak,Strong,Marked,IncCapDecIns,Increasing,Neutral,Increasing,SIG,Aug11_Aug20,C,CThruK,None,LessThanAve,Average,CDEJ,N1GtLIGt_4,Neutral,LessUnstable,MoreUnstable,ACEFK,None,Weak,Moderate,C,SVR,SVR,SVR,LowEvrywhere,Steep,Average,Steep,StrongFront,MoistMDryL,E_W_S,SigNegative,Other,SWQuad,Westerly,LongAnticyc
WeakUp,Neutral,Neutral,WeakUp,WeakUp,Dry,Neutral,Dry,Neutral,Clear,PC,PC,PC,Strong,Strong,Other,Strong,None,Strong,None,LittleChange,LittleChange,WeakPos,Increasing,SVR,Jul2_Jul15,B,AB,PartInhibit,Average,Average,ABI,N1GtLIGt_4,Stability,LessUnstable,MoreUnstable,B,None,Weak,Moderate,B,XNIL,XNIL,SVR,LowNHighS,Stable,Dry,Steep,NoMajor,DryMMoistL,DenvCyclone,NegToPos,Other,AllElse,Westerly,DenvCyclone
Down,WeakUp,Neutral,Neutral,Neutral,Wet,VeryWet,VeryWet,VeryWet,Clear,PC,Clear,Clear,None,Strong,StrongWest,Strong,Weak,Weak,Marked,IncCapDecIns,Increasing,Neutral,Decreasing,SVR,Jun15_Jul1,E,CThruK,PartInhibit,LessThanAve,LessThanAve,CDEJ,LIGt0,Stability,LessUnstable,LessUnstable,ACEFK,PartInhibit,Unfavorable,None,E,XNIL,XNIL,SVR,LowNHighS,CloseToDryAd,Average,Steep,NoMajor,MoistMDryL,None,LittleChange,None,LV,LVorOther,WidespdDnsl
Neutral,WeakUp,StrongUp,WeakUp,WeakUp,Wet,Neutral,Wet,VeryWet,Cloudy,Clear,Clear,PC,Weak,Weak,DCVZFavor,Weak,Weak,Strong,Some,DecCapIncIns,Decreasing,Negative,Decreasing,SIG,Jul2_Jul15,E,CThruK,PartInhibit,LessThanAve,LessThanAve,CDEJ,N5GtLIGt_8,Stability,Average,LessUnstable,ACEFK,None,Strong,Strong,E,SIG,SIG,SIG,LowNHighS,CloseToDryAd,Average,ModerateOrLe,OtherRapid,Other,Other,SigNegative,None,SWQuad,Westerly,LV
WeakUp,Neutral,Down,Down,Down,Dry,Neutral,Neutral,Dry,Clear,PC,Clear,Clear,None,Weak,Westerly,None,None,None,None,LittleChange,LittleChange,StrongPos,Increasing,SIG,Jun15_Jul1,B,AB,PartInhibit,LessThanAve,LessThanAve,ABI,N1GtLIGt_4,Instability,LessUnstable,LessUnstable,B,None,Moderate,Strong,B,XNIL,XNIL,SIG,LowSHighN,Steep,Average,Steep,NoMajor,MoistMDryL,DenvCyclone,LittleChange,None,NWQuad,LVorOther,LongAnticyc
StrongUp,Neutral,Down,WeakUp,WeakUp,Dry,Wet,Neutral,Neutral,Clear,Cloudy,PC,Cloudy,None,None,Other,None,Weak,Strong,None,IncCapDecIns,Increasing,WeakPos,Increasing,XNIL,Jul16_Aug10,D,CThruK,PartInhibit,LessThanAve,LessThanAve,CDEJ,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,D,PartInhibit,Moderate,Moderate,D,SVR,SVR,SVR,LowEvrywhere,CloseToDryAd,Dry,CloseToDryAd,StrongFront,MoistMDryL,None,SigNegative,Other,AllElse,Westerly,LongAnticyc
WeakUp,Down,Down,Down,Down,Dry,Dry,VeryWet,Wet,PC,PC,Clear,Clear,Strong,Strong,DCVZFavor,Weak,None,Weak,Some,LittleChange,LittleChange,WeakPos,Increasing,SIG,May15_Jun14,B,AB,None,LessThanAve,LessThanAve,ABI,N1GtLIGt_4,Neutral,LessUnstable,LessUnstable,B,None,Moderate,Slight,B,SIG,SIG,SIG,LowMtsHighPl,Stable,Dry,ModerateOrLe,NoMajor,DryMMoistL,DenvCyclone,LittleChange,None,LV,LVorOther,LV
Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Dry,Clear,PC,Clear,Clear,Strong,Strong,Other,None,None,None,Some,IncCapDecIns,Increasing,WeakPos,Increasing,SIG,May15_Jun14,D,CThruK,Stifling,Average,MoreThanAve,CDEJ,N5GtLIGt_8,Instability,MoreUnstable,MoreUnstable,D,PartInhibit,Moderate,None,D,XNIL,SIG,SIG,LowAtStation,CloseToDryAd,Average,Steep,StrongFront,MoistMDryL,DryLine,PosToNeg,Moving,AllElse,Westerly,SEQuad
WeakUp,Neutral,Neutral,Neutral,Neutral,Neutral,Wet,Wet,Wet,Clear,Clear,Clear,Clear,Strong,Strong,DCVZFavor,Strong,None,Strong,Marked,LittleChange,LittleChange,Neutral,Decreasing,SIG,Jul16_Aug10,E,CThruK,PartInhibit,LessThanAve,LessThanAve,CDEJ,N1GtLIGt_4,Stability,MoreUnstable,LessUnstable,ACEFK,PartInhibit,Strong,Strong,E,SIG,SIG,SIG,LowEvrywhere,Steep,Average,Steep,OtherRapid,MoistMDryL,DryLine,PosToNeg,Other,NWQuad,LVorOther,LV
StrongUp,Down,Neutral,WeakUp,WeakUp,VeryWet,Dry,VeryWet,VeryWet,Cloudy,Clear,Cloudy,Cloudy,Strong,Strong,Westerly,Weak,Strong,Weak,Some,IncCapDecIns,Increasing,Negative,Decreasing,SIG,Aug20_Sep15,I,CThruK,PartInhibit,MoreThanAve,MoreThanAve,ABI,N1GtLIGt_4,Instability,Average,LessUnstable,HI,None,Unfavorable,None,I,XNIL,XNIL,SIG,LowMtsHighPl,Steep,VeryMoist,CloseToDryAd,OtherRapid,DryMMoistL,E_W_S,SigNegative,Moving,NWQuad,LVorOther,DenvCyclone
StrongUp,WeakUp,WeakUp,StrongUp,StrongUp,Neutral,Wet,Neutral,Wet,Clear,Cloudy,Clear,Clear,Strong,Strong,Other,None,None,Strong,Some,DecCapIncIns,Decreasing,Neutral,Decreasing,XNIL,Aug20_Sep15,K,CThruK,PartInhibit,Average,Average,K,N1GtLIGt_4,Stability,Average,LessUnstable,ACEFK,PartInhibit,Moderate,None,K,XNIL,XNIL,XNIL,LowNHighS,Stable,VeryMoist,ModerateOrLe,StrongFront,MoistMDryL,None,PosToNeg,None,AllElse,LVorOther,SEQuad
WeakUp,Neutral,Neutral,WeakUp,WeakUp,Neutral,Dry,Dry,Neutral,PC,PC,PC,PC,None,None,StrongWest,None,None,None,None,LittleChange,LittleChange,WeakPos,Increasing,XNIL,Jun15_Jul1,B,AB,TotalInhibit,MoreThanAve,MoreThanAve,ABI,N5GtLIGt_8,Stability,Average,Average,B,PartInhibit,Weak,Slight,B,XNIL,XNIL,XNIL,LowEvrywhere,ModerateOrLe,Average,Steep,NoMajor,DryMMoistL,E_W_S,PosToNeg,Other,SWQuad,LVorOther,DenvCyclone
StrongUp,StronUp,StrongUp,StrongUp,StrongUp,VeryWet,Dry,Wet,VeryWet,Clear,PC,Clear,Clear,Weak,Strong,Other,Weak,None,None,None,DecCapIncIns,Decreasing,Negative,Decreasing,SIG,Jun15_Jul1,K,CThruK,PartInhibit,LessThanAve,LessThanAve,K,N5GtLIGt_8,Instability,MoreUnstable,MoreUnstable,ACEFK,Stifling,Weak,Slight,K,XNIL,XNIL,SIG,Other,ModerateOrLe,Dry,CloseToDryAd,OtherRapid,DryMMoistL,MovingFtorOt,SigPositive,Moving,AllElse,LVorOther,WidespdDnsl
WeakUp,Neutral,Neutral,WeakUp,WeakUp,VeryWet,Wet,Wet,VeryWet,Clear,Clear,Clear,PC,Strong,Strong,DCVZFavor,Strong,None,Strong,Marked,IncCapDecIns,Increasing,WeakPos,Increasing,SIG,Jun15_Jul1,I,CThruK,PartInhibit,Average,MoreThanAve,ABI,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,HI,PartInhibit,Strong,Strong,I,XNIL,XNIL,SIG,LowSHighN,Steep,VeryMoist,Steep,NoMajor,Other,E_W_S,NegToPos,QStationary,AllElse,Westerly,SEQuad
Neutral,Neutral,WeakUp,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Clear,Clear,Clear,Clear,Strong,Strong,Westerly,None,Weak,Strong,Some,DecCapIncIns,Decreasing,Negative,Decreasing,SVR,Aug20_Sep15,D,CThruK,Stifling,MoreThanAve,MoreThanAve,CDEJ,N5GtLIGt_8,Instability,Average,Average,D,None,Moderate,Moderate,D,XNIL,XNIL,SVR,LowMtsHighPl,CloseToDryAd,Dry,CloseToDryAd,OtherRapid,DryMMoistL,DryLine,SigNegative,Other,SWQuad,Westerly,LV
StrongUp,Neutral,Down,Neutral,Neutral,Dry,VeryWet,Wet,Neutral,Cloudy,Cloudy,Cloudy,Cloudy,Strong,Strong,DCVZFavor,Strong,None,Strong,Some,LittleChange,LittleChange,Neutral,Decreasing,SIG,Jul16_Aug10,C,CThruK,PartInhibit,LessThanAve,LessThanAve,CDEJ,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,ACEFK,None,Unfavorable,None,C,XNIL,XNIL,SIG,LowEvrywhere,Steep,Average,CloseToDryAd,MarkedUpper,Other,E_W_N,SigPositive,Other,AllElse,Westerly,LV
WeakUp,Neutral,Down,Down,Down,Wet,Dry,Wet,Wet,PC,PC,Clear,Clear,Strong,Strong,Westerly,Weak,Strong,Strong,Some,IncCapDecIns,Increasing,Negative,Decreasing,XNIL,May15_Jun14,D,CThruK,PartInhibit,LessThanAve,Average,CDEJ,N1GtLIGt_4,Instability,Average,LessUnstable,D,None,Strong,Strong,D,SIG,SIG,SIG,LowSHighN,ModerateOrLe,Dry,CloseToDryAd,MarkedUpper,Other,None,SigNegative,Other,NWQuad,Westerly,DenvCyclone
