N0_7muVerMo,SubjVertMo,QGVertMotion,CombVerMo,AreaMeso_ALS,SatContMoist,RaoContMoist,CombMoisture,AreaMoDryAir,VISCloudCov,IRCloudCover,CombClouds,CldShadeOth,AMInstabMt,InsInMt,WndHodograph,OutflowFrMt,MorningBound,Boundaries,CldShadeConv,CompPlFcst,CapChange,LoLevMoistAd,InsChange,MountainFcst,Date,Scenario,ScenRelAMCIN,MorningCIN,AMCINInScen,CapInScen,ScenRelAMIns,LIfr12ZDENSd,AMDewptCalPl,AMInsWliScen,InsSclInScen,ScenRel3_4,LatestCIN,LLIW,CurPropConv,ScnRelPlFcst,PlainsFcst,N34StarFcst,R5Fcst,Dewpoints,LowLLapse,MeanRH,MidLLapse,MvmtFeatures,RHRatio,SfcWndShfDis,SynForcng,TempDis,WindAloft,WindFieldMt,WindFieldPln
Down,Neutral,Neutral,Neutral,Neutral,Dry,Dry,VeryWet,Wet,PC,PC,PC,PC,Strong,Strong,Other,None,None,Weak,None,LittleChange,LittleChange,Negative,Decreasing,SIG,Aug20_Sep15,C,CThruK,PartInhibit,Average,Average,CDEJ,N1GtLIGt_4,Instability,Average,Average,ACEFK,PartInhibit,Moderate,Slight,C,SIG,SIG,SIG,LowMtsHighPl,Steep,Average,ModerateOrLe,OtherRapid,Other,E_W_N,NegToPos,None,NWQuad,Westerly,LongAnticyc
Down,Neutral,Down,Down,Down,Wet,Dry,Neutral,Neutral,Clear,Clear,Clear,Clear,Strong,Strong,StrongWest,Weak,Weak,None,Marked,IncCapDecIns,Increasing,Neutral,Increasing,SVR,Jun15_Jul1,D,CThruK,PartInhibit,LessThanAve,LessThanAve,CDEJ,N5GtLIGt_8,Neutral,MoreUnstable,MoreUnstable,D,PartInhibit,Moderate,None,D,XNIL,XNIL,SVR,LowNHighS,CloseToDryAd,Average,CloseToDryAd,OtherRapid,Other,None,PosToNeg,None,SWQuad,Westerly,WidespdDnsl
Neutral,WeakUp,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Cloudy,Clear,Cloudy,PC,None,None,DCVZFavor,None,Strong,Strong,None,IncCapDecIns,Increasing,WeakPos,Increasing,XNIL,May15_Jun14,G,CThruK,PartInhibit,Average,MoreThanAve,G,LIGt0,Stability,LessUnstable,LessUnstable,GJ,PartInhibit,Moderate,None,G,XNIL,XNIL,XNIL,LowAtStation,Steep,Dry,Steep,NoMajor,MoistMDryL,E_W_N,LittleChange,None,SWQuad,Westerly,WidespdDnsl
WeakUp,Neutral,WeakUp,WeakUp,WeakUp,Neutral,VeryWet,Wet,Wet,Clear,Clear,Clear,Clear,Strong,Strong,Westerly,Strong,None,Weak,Marked,LittleChange,LittleChange,Negative,Decreasing,SVR,May15_Jun14,B,AB,PartInhibit,LessThanAve,Average,ABI,N1GtLIGt_4,Instability,MoreUnstable,Average,B,None,Strong,Moderate,B,XNIL,XNIL,SVR,LowMtsHighPl,ModerateOrLe,Average,Steep,OtherRapid,Other,None,NegToPos,None,AllElse,Westerly,DenvCyclone
Neutral,WeakUp,Neutral,Neutral,Neutral,Wet,Wet,Wet,Wet,PC,PC,PC,PC,Weak,Weak,StrongWest,Weak,None,None,Some,IncCapDecIns,Increasing,StrongPos,Increasing,XNIL,May15_Jun14,D,CThruK,Stifling,Average,MoreThanAve,CDEJ,N5GtLIGt_8,Instability,MoreUnstable,MoreUnstable,D,PartInhibit,Moderate,None,D,XNIL,XNIL,XNIL,LowMtsHighPl,Steep,VeryMoist,Steep,MarkedUpper,Other,None,LittleChange,Moving,NWQuad,Westerly,DenvCyclone
Neutral,Down,Down,Down,Down,Dry,Neutral,Dry,Dry,Clear,PC,Clear,Clear,None,Weak,DCVZFavor,None,Strong,Strong,Some,IncCapDecIns,Increasing,Negative,LittleChange,SIG,Jul16_Aug10,K,CThruK,Stifling,MoreThanAve,MoreThanAve,K,N5GtLIGt_8,Stability,LessUnstable,LessUnstable,ACEFK,PartInhibit,Unfavorable,None,K,XNIL,XNIL,SIG,LowMtsHighPl,ModerateOrLe,Dry,CloseToDryAd,MarkedUpper,Other,E_W_N,SigNegative,Other,SWQuad,Westerly,SEQuad
Neutral,Neutral,WeakUp,Neutral,Neutral,Neutral,Dry,Dry,Dry,Cloudy,PC,Cloudy,PC,Weak,Strong,StrongWest,Weak,None,Weak,Marked,DecCapIncIns,Decreasing,Neutral,Increasing,XNIL,Jul16_Aug10,B,AB,PartInhibit,LessThanAve,LessThanAve,ABI,LILt_8,Neutral,MoreUnstable,MoreUnstable,B,TotalInhibit,Moderate,None,B,XNIL,XNIL,XNIL,HighEvrywher,ModerateOrLe,Average,Steep,NoMajor,MoistMDryL,None,LittleChange,None,SWQuad,LVorOther,DenvCyclone
Down,WeakUp,Down,Down,Down,Wet,Dry,Wet,Wet,Clear,Clear,Clear,Clear,Strong,Strong,Other,Strong,Weak,Weak,None,LittleChange,LittleChange,StrongPos,Increasing,SIG,Aug20_Sep15,K,CThruK,None,LessThanAve,LessThanAve,K,N5GtLIGt_8,Stability,MoreUnstable,MoreUnstable,ACEFK,None,Weak,None,K,XNIL,XNIL,SIG,LowSHighN,Steep,Average,Steep,NoMajor,DryMMoistL,MovingFtorOt,SigPositive,None,AllElse,LVorOther,SEQuad
Neutral,Down,Down,Down,Down,Neutral,Wet,Neutral,Wet,PC,PC,Cloudy,PC,None,Weak,Westerly,None,Weak,Weak,None,IncCapDecIns,Increasing,Neutral,Decreasing,XNIL,May15_Jun14,C,CThruK,PartInhibit,Average,MoreThanAve,CDEJ,LILt_8,Neutral,MoreUnstable,Average,ACEFK,Stifling,Moderate,None,C,XNIL,XNIL,XNIL,LowEvrywhere,CloseToDryAd,Dry,Steep,MarkedUpper,Other,E_W_N,SigNegative,Other,LV,Westerly,LongAnticyc
StrongUp,StronUp,Neutral,StrongUp,StrongUp,Neutral,Neutral,Neutral,Wet,PC,Cloudy,PC,Cloudy,Weak,Weak,StrongWest,Strong,Weak,Weak,Some,LittleChange,LittleChange,Negative,Decreasing,XNIL,Jul16_Aug10,B,AB,PartInhibit,LessThanAve,LessThanAve,ABI,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,B,None,Unfavorable,None,B,XNIL,XNIL,XNIL,LowMtsHighPl,Stable,Dry,Steep,NoMajor,Other,DenvCyclone,LittleChange,None,NWQuad,LVorOther,DenvCyclone
Down,Neutral,WeakUp,Down,Down,Neutral,Neutral,Neutral,Dry,PC,Clear,Clear,Clear,Weak,Strong,StrongWest,Weak,None,Weak,Marked,IncCapDecIns,Increasing,WeakPos,Increasing,SIG,May15_Jun14,C,CThruK,Stifling,MoreThanAve,MoreThanAve,CDEJ,N5GtLIGt_8,Stability,Average,MoreUnstable,ACEFK,PartInhibit,Weak,None,C,SIG,SIG,SIG,LowEvrywhere,CloseToDryAd,Average,Steep,MarkedUpper,Other,None,NegToPos,None,NWQuad,LVorOther,LongAnticyc
Down,StronUp,WeakUp,Neutral,Neutral,Neutral,Dry,Neutral,Neutral,Clear,PC,Clear,Clear,None,Weak,Westerly,None,Strong,None,Some,DecCapIncIns,Decreasing,Negative,Decreasing,SIG,May15_Jun14,I,CThruK,TotalInhibit,MoreThanAve,LessThanAve,ABI,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,HI,PartInhibit,Weak,Slight,I,XNIL,XNIL,SIG,LowMtsHighPl,Steep,VeryMoist,ModerateOrLe,OtherRapid,DryMMoistL,E_W_S,LittleChange,QStationary,NWQuad,LVorOther,E_NE
StrongUp,StronUp,Down,Neutral,Neutral,Neutral,Dry,Neutral,Neutral,Clear,PC,Clear,Clear,Weak,Weak,DCVZFavor,Weak,None,None,Some,DecCapIncIns,Decreasing,StrongPos,LittleChange,XNIL,Jul2_Jul15,K,CThruK,PartInhibit,Average,LessThanAve,K,N1GtLIGt_4,Instability,Average,MoreUnstable,ACEFK,PartInhibit,Strong,Strong,K,XNIL,XNIL,XNIL,LowSHighN,ModerateOrLe,Average,ModerateOrLe,StrongFront,DryMMoistL,MovingFtorOt,SigPositive,Moving,AllElse,LVorOther,E_NE
Neutral,Down,StrongUp,WeakUp,WeakUp,Dry,Dry,Dry,Neutral,PC,PC,Clear,Clear,Weak,Weak,DCVZFavor,Weak,None,None,Marked,DecCapIncIns,Decreasing,Negative,Decreasing,XNIL,Aug20_Sep15,C,CThruK,Stifling,LessThanAve,LessThanAve,CDEJ,N1GtLIGt_4,Stability,Average,LessUnstable,ACEFK,TotalInhibit,Weak,None,C,XNIL,XNIL,XNIL,LowEvrywhere,Steep,Average,Steep,NoMajor,DryMMoistL,E_W_N,SigPositive,Other,NWQuad,Westerly,LongAnticyc
StrongUp,WeakUp,WeakUp,WeakUp,WeakUp,Wet,Neutral,Wet,Wet,Clear,Clear,Clear,Clear,None,None,Westerly,None,None,None,None,LittleChange,LittleChange,Negative,Decreasing,XNIL,Jul16_Aug10,D,CThruK,None,LessThanAve,LessThanAve,CDEJ,N1GtLIGt_4,Neutral,Average,LessUnstable,D,None,Weak,Moderate,D,XNIL,XNIL,XNIL,LowMtsHighPl,CloseToDryAd,Average,Steep,OtherRapid,DryMMoistL,DryLine,PosToNeg,Moving,SWQuad,LVorOther,LongAnticyc
StrongUp,Neutral,Down,Neutral,Neutral,Wet,VeryWet,VeryWet,Wet,PC,Clear,Clear,Clear,Weak,Strong,Westerly,Strong,Strong,Weak,Marked,IncCapDecIns,Increasing,WeakPos,Increasing,XNIL,Jul16_Aug10,G,CThruK,Stifling,MoreThanAve,MoreThanAve,G,N1GtLIGt_4,Neutral,Average,MoreUnstable,GJ,PartInhibit,Strong,Strong,G,SIG,SIG,SIG,LowAtStation,Steep,Dry,Steep,MarkedUpper,MoistMDryL,DryLine,LittleChange,None,SWQuad,Westerly,WidespdDnsl
Neutral,Neutral,Down,Neutral,Neutral,Wet,VeryWet,VeryWet,VeryWet,Clear,PC,Clear,Clear,Strong,Strong,DCVZFavor,Strong,None,Weak,Marked,IncCapDecIns,Increasing,WeakPos,Increasing,SIG,May15_Jun14,B,AB,PartInhibit,LessThanAve,LessThanAve,ABI,N1GtLIGt_4,Instability,LessUnstable,Average,B,Stifling,Moderate,Moderate,B,XNIL,XNIL,SIG,LowNHighS,Stable,Dry,ModerateOrLe,NoMajor,Other,DenvCyclone,SigNegative,Other,AllElse,Westerly,DenvCyclone
Down,WeakUp,Neutral,Neutral,Neutral,Neutral,Wet,Neutral,Neutral,Clear,PC,Clear,Clear,None,Weak,DCVZFavor,None,None,None,None,IncCapDecIns,Increasing,StrongPos,Increasing,SIG,May15_Jun14,A,AB,PartInhibit,LessThanAve,LessThanAve,ABI,N1GtLIGt_4,Stability,LessUnstable,MoreUnstable,ACEFK,None,Weak,Slight,A,SVR,SVR,SVR,Other,Steep,VeryMoist,CloseToDryAd,OtherRapid,Other,DenvCyclone,PosToNeg,Other,SWQuad,Westerly,SEQuad
StrongUp,Neutral,Neutral,WeakUp,WeakUp,Dry,Neutral,Neutral,Neutral,PC,Clear,Clear,PC,Weak,Strong,Westerly,Weak,None,Weak,Marked,IncCapDecIns,Increasing,Negative,LittleChange,SVR,Aug11_Aug20,B,AB,PartInhibit,MoreThanAve,MoreThanAve,ABI,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,B,PartInhibit,Weak,None,B,XNIL,XNIL,SVR,HighEvrywher,Steep,VeryMoist,Steep,NoMajor,Other,None,PosToNeg,None,SWQuad,LVorOther,DenvCyclone
StrongUp,Neutral,Down,Neutral,Neutral,Wet,Wet,Dry,Dry,Clear,PC,Clear,Clear,None,None,Westerly,None,Weak,Weak,None,LittleChange,LittleChange,StrongPos,LittleChange,XNIL,Jun15_Jul1,F,CThruK,PartInhibit,Average,Average,F,N5GtLIGt_8,Neutral,Average,LessUnstable,ACEFK,PartInhibit,Moderate,Moderate,F,XNIL,XNIL,XNIL,HighEvrywher,Steep,VeryMoist,ModerateOrLe,NoMajor,Other,None,SigPositive,None,LV,LVorOther,LV
StrongUp,Neutral,Down,WeakUp,WeakUp,Neutral,Neutral,Dry,Dry,PC,Clear,Clear,Clear,None,None,DCVZFavor,None,None,Weak,None,LittleChange,LittleChange,Negative,Decreasing,XNIL,Jul16_Aug10,J,CThruK,None,LessThanAve,LessThanAve,CDEJ,N5GtLIGt_8,Stability,LessUnstable,LessUnstable,GJ,PartInhibit,Moderate,Moderate,J,XNIL,XNIL,XNIL,LowMtsHighPl,Steep,Average,ModerateOrLe,NoMajor,Other,None,LittleChange,Other,LV,LVorOther,SEQuad
StrongUp,WeakUp,Neutral,StrongUp,StrongUp,VeryWet,Neutral,Neutral,Wet,Clear,PC,PC,Cloudy,Strong,Strong,Other,None,Strong,Strong,Some,DecCapIncIns,Decreasing,StrongPos,Increasing,SVR,Aug11_Aug20,J,CThruK,PartInhibit,Average,LessThanAve,CDEJ,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,GJ,None,Moderate,Moderate,J,XNIL,XNIL,SVR,LowSHighN,Stable,Dry,ModerateOrLe,NoMajor,MoistMDryL,None,LittleChange,Moving,LV,LVorOther,LV
Down,Neutral,StrongUp,Neutral,Neutral,VeryWet,Neutral,Wet,Neutral,PC,PC,Clear,Clear,None,Weak,DCVZFavor,None,Weak,Strong,Some,DecCapIncIns,Decreasing,Neutral,LittleChange,XNIL,Jul16_Aug10,C,CThruK,PartInhibit,Average,LessThanAve,CDEJ,N5GtLIGt_8,Neutral,MoreUnstable,MoreUnstable,ACEFK,Stifling,Moderate,None,C,XNIL,XNIL,XNIL,LowEvrywhere,Steep,VeryMoist,ModerateOrLe,MarkedUpper,MoistMDryL,None,LittleChange,Other,NWQuad,LVorOther,LV
WeakUp,Down,Down,Down,Down,Dry,Neutral,Wet,Wet,PC,Clear,PC,Clear,Weak,Strong,DCVZFavor,Strong,Weak,Strong,Marked,IncCapDecIns,Increasing,Negative,LittleChange,SIG,May15_Jun14,B,AB,PartInhibit,LessThanAve,MoreThanAve,ABI,N5GtLIGt_8,Neutral,MoreUnstable,MoreUnstable,B,Stifling,Weak,None,B,XNIL,XNIL,SIG,HighEvrywher,ModerateOrLe,Dry,CloseToDryAd,NoMajor,Other,DenvCyclone,LittleChange,QStationary,LV,LVorOther,DenvCyclone
StrongUp,Neutral,Neutral,WeakUp,WeakUp,Dry,Wet,Wet,Wet,PC,Clear,Clear,Clear,Strong,Strong,Westerly,Strong,None,Weak,Some,LittleChange,LittleChange,Negative,Decreasing,XNIL,Jun15_Jul1,E,CThruK,None,LessThanAve,LessThanAve,CDEJ,N1GtLIGt_4,Stability,Average,Average,ACEFK,Stifling,Moderate,Slight,E,XNIL,XNIL,XNIL,LowEvrywhere,Steep,Average,ModerateOrLe,NoMajor,MoistMDryL,None,SigNegative,None,SWQuad,Westerly,LV
StrongUp,Down,Neutral,Neutral,Neutral,Dry,Dry,Dry,Neutral,Clear,PC,PC,PC,Weak,Strong,StrongWest,Strong,Weak,Strong,Marked,IncCapDecIns,Increasing,WeakPos,LittleChange,SIG,Jul16_Aug10,B,AB,PartInhibit,LessThanAve,Average,ABI,N5GtLIGt_8,Stability,LessUnstable,LessUnstable,B,PartInhibit,Strong,Strong,B,SIG,XNIL,SIG,LowMtsHighPl,CloseToDryAd,Dry,CloseToDryAd,NoMajor,DryMMoistL,DenvCyclone,LittleChange,Other,AllElse,LVorOther,SEQuad
StrongUp,StronUp,WeakUp,StrongUp,StrongUp,Neutral,Dry,Dry,Wet,PC,PC,Cloudy,Cloudy,Strong,Strong,StrongWest,Strong,Strong,Strong,Some,IncCapDecIns,Increasing,WeakPos,Increasing,SIG,May15_Jun14,G,CThruK,PartInhibit,LessThanAve,Average,G,N1GtLIGt_4,Stability,Average,MoreUnstable,GJ,PartInhibit,Moderate,Slight,G,SVR,SVR,SVR,LowAtStation,CloseToDryAd,Dry,CloseToDryAd,MarkedUpper,MoistMDryL,DryLine,LittleChange,None,AllElse,Westerly,WidespdDnsl
Down,Neutral,StrongUp,Neutral,Neutral,VeryWet,Wet,Wet,Wet,Cloudy,Cloudy,Cloudy,Cloudy,Weak,Strong,Westerly,Strong,None,Weak,Some,IncCapDecIns,Increasing,Negative,LittleChange,SVR,Jul16_Aug10,E,CThruK,None,LessThanAve,Average,CDEJ,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,ACEFK,None,Unfavorable,Slight,E,SVR,SVR,SVR,LowSHighN,CloseToDryAd,Average,ModerateOrLe,OtherRapid,MoistMDryL,None,LittleChange,None,AllElse,Westerly,LV
WeakUp,Down,Down,Down,Down,Neutral,Neutral,Wet,Neutral,Clear,Clear,Clear,Clear,Strong,Strong,DCVZFavor,Strong,None,Weak,Marked,LittleChange,LittleChange,Negative,Increasing,SIG,Jul16_Aug10,J,CThruK,Stifling,MoreThanAve,MoreThanAve,CDEJ,N1GtLIGt_4,Neutral,MoreUnstable,MoreUnstable,GJ,Stifling,Weak,None,J,XNIL,XNIL,SIG,LowAtStation,Steep,Average,ModerateOrLe,NoMajor,Other,DryLine,NegToPos,None,LV,LVorOther,LV
Neutral,WeakUp,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Dry,PC,Clear,PC,PC,None,None,DCVZFavor,None,Strong,Weak,None,IncCapDecIns,Increasing,Neutral,Decreasing,XNIL,Aug20_Sep15,E,CThruK,PartInhibit,Average,MoreThanAve,CDEJ,N5GtLIGt_8,Stability,LessUnstable,LessUnstable,ACEFK,Stifling,Weak,None,E,XNIL,XNIL,XNIL,LowSHighN,CloseToDryAd,Average,ModerateOrLe,NoMajor,MoistMDryL,None,SigNegative,None,SWQuad,Westerly,LV
Neutral,StronUp,StrongUp,StrongUp,StrongUp,Dry,Neutral,VeryWet,VeryWet,Clear,Clear,Clear,PC,Strong,Strong,DCVZFavor,None,None,None,Some,LittleChange,LittleChange,Negative,Decreasing,SIG,Jun15_Jul1,J,CThruK,None,LessThanAve,LessThanAve,CDEJ,N5GtLIGt_8,Instability,MoreUnstable,LessUnstable,GJ,PartInhibit,Weak,None,J,SIG,SIG,SIG,LowAtStation,ModerateOrLe,Average,CloseToDryAd,NoMajor,DryMMoistL,None,PosToNeg,Other,LV,LVorOther,LV
StrongUp,Neutral,WeakUp,Neutral,Neutral,Neutral,Wet,Neutral,Wet,Clear,Clear,Clear,PC,Strong,Strong,Other,None,Weak,Weak,Some,IncCapDecIns,Increasing,Neutral,Increasing,SIG,May15_Jun14,B,AB,None,LessThanAve,Average,ABI,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,B,None,Weak,Slight,B,XNIL,XNIL,SIG,HighEvrywher,ModerateOrLe,Average,Steep,NoMajor,Other,DenvCyclone,PosToNeg,QStationary,SWQuad,LVorOther,DenvCyclone
StrongUp,WeakUp,Down,StrongUp,StrongUp,VeryWet,VeryWet,VeryWet,VeryWet,Cloudy,Cloudy,Cloudy,Cloudy,None,None,Other,None,None,Weak,None,IncCapDecIns,Increasing,Negative,LittleChange,XNIL,May15_Jun14,E,CThruK,PartInhibit,Average,MoreThanAve,CDEJ,N1GtLIGt_4,Neutral,LessUnstable,LessUnstable,ACEFK,PartInhibit,Weak,Strong,E,XNIL,XNIL,XNIL,LowEvrywhere,Steep,Average,ModerateOrLe,NoMajor,MoistMDryL,E_W_S,SigNegative,Moving,SWQuad,Westerly,SEQuad
StrongUp,Neutral,WeakUp,WeakUp,WeakUp,Dry,VeryWet,Neutral,Neutral,Clear,Cloudy,PC,PC,Weak,Strong,DCVZFavor,Strong,Weak,Strong,Marked,LittleChange,LittleChange,WeakPos,Increasing,SIG,Jul16_Aug10,J,CThruK,Stifling,Average,Average,CDEJ,N5GtLIGt_8,Neutral,Average,MoreUnstable,GJ,None,Moderate,Slight,J,XNIL,XNIL,SIG,LowAtStation,Stable,Average,ModerateOrLe,NoMajor,DryMMoistL,DryLine,LittleChange,None,LV,LVorOther,SEQuad
StrongUp,StronUp,StrongUp,StrongUp,StrongUp,VeryWet,Neutral,Wet,VeryWet,Clear,PC,Clear,PC,Weak,Weak,StrongWest,Weak,Weak,Weak,Some,DecCapIncIns,Decreasing,Negative,Decreasing,SIG,May15_Jun14,H,CThruK,PartInhibit,Average,Average,H,N5GtLIGt_8,Stability,Average,Average,HI,None,Moderate,Moderate,H,SIG,SIG,SIG,LowSHighN,Stable,VeryMoist,CloseToDryAd,MarkedUpper,DryMMoistL,Other,NegToPos,None,NWQuad,Westerly,E_NE
Neutral,StronUp,Neutral,WeakUp,WeakUp,Dry,Neutral,VeryWet,Wet,Clear,Clear,Clear,Clear,Strong,Strong,Westerly,Strong,None,Weak,Some,DecCapIncIns,Decreasing,Negative,Decreasing,SVR,Aug11_Aug20,D,CThruK,PartInhibit,Average,LessThanAve,CDEJ,LIGt0,Instability,Average,Average,D,PartInhibit,Moderate,Moderate,D,SVR,SVR,SVR,LowMtsHighPl,ModerateOrLe,Average,CloseToDryAd,NoMajor,Other,DryLine,PosToNeg,None,AllElse,Westerly,SEQuad
Down,Neutral,StrongUp,Down,Down,Neutral,VeryWet,Wet,Wet,PC,PC,PC,PC,Strong,Strong,Westerly,Strong,None,Weak,Marked,LittleChange,LittleChange,Neutral,LittleChange,SVR,Jul2_Jul15,E,CThruK,Stifling,MoreThanAve,MoreThanAve,CDEJ,N1GtLIGt_4,Stability,Average,LessUnstable,ACEFK,PartInhibit,Moderate,Slight,E,XNIL,XNIL,SVR,LowEvrywhere,Steep,Average,ModerateOrLe,NoMajor,MoistMDryL,E_W_N,LittleChange,None,AllElse,LVorOther,LongAnticyc
StrongUp,Neutral,StrongUp,StrongUp,StrongUp,Wet,Dry,Wet,VeryWet,PC,PC,PC,Cloudy,None,None,StrongWest,None,None,None,None,DecCapIncIns,Decreasing,Neutral,LittleChange,XNIL,Jul2_Jul15,G,CThruK,PartInhibit,Average,Average,G,N1GtLIGt_4,Stability,Average,Average,GJ,Stifling,Weak,None,G,XNIL,XNIL,XNIL,LowEvrywhere,CloseToDryAd,Dry,CloseToDryAd,MarkedUpper,Other,None,PosToNeg,None,AllElse,Westerly,WidespdDnsl
Down,Neutral,Neutral,Neutral,Neutral,Neutral,Wet,Dry,Dry,Clear,Cloudy,PC,PC,None,Weak,DCVZFavor,None,Strong,Strong,Some,LittleChange,LittleChange,WeakPos,Decreasing,XNIL,Aug20_Sep15,B,AB,PartInhibit,LessThanAve,LessThanAve,ABI,N1GtLIGt_4,Stability,Average,Average,B,PartInhibit,Unfavorable,None,B,XNIL,XNIL,XNIL,LowAtStation,ModerateOrLe,VeryMoist,Steep,NoMajor,DryMMoistL,DenvCyclone,PosToNeg,Other,AllElse,LVorOther,SEQuad
Down,StronUp,StrongUp,Neutral,Neutral,Dry,Wet,Neutral,Dry,Clear,PC,Clear,Clear,None,Weak,Other,None,Strong,Weak,None,DecCapIncIns,Decreasing,Neutral,LittleChange,XNIL,Aug20_Sep15,D,CThruK,PartInhibit,Average,LessThanAve,CDEJ,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,D,PartInhibit,Strong,Strong,D,SVR,SVR,SVR,LowAtStation,Steep,Dry,ModerateOrLe,MarkedUpper,DryMMoistL,DenvCyclone,SigNegative,Moving,NWQuad,Westerly,LV
Neutral,Neutral,WeakUp,Neutral,Neutral,Wet,Wet,Neutral,Neutral,PC,Clear,Clear,Clear,None,None,Westerly,None,Weak,None,None,IncCapDecIns,Increasing,Negative,Decreasing,XNIL,Jun15_Jul1,J,CThruK,PartInhibit,Average,MoreThanAve,CDEJ,N5GtLIGt_8,Neutral,MoreUnstable,MoreUnstable,GJ,None,Moderate,Slight,J,XNIL,XNIL,XNIL,LowAtStation,ModerateOrLe,Dry,ModerateOrLe,NoMajor,DryMMoistL,Other,LittleChange,None,LV,LVorOther,SEQuad
StrongUp,Neutral,Neutral,WeakUp,WeakUp,VeryWet,Neutral,Wet,Wet,Cloudy,Clear,Cloudy,Cloudy,None,None,Westerly,None,Strong,None,None,IncCapDecIns,Increasing,Neutral,Increasing,XNIL,Jul16_Aug10,E,CThruK,PartInhibit,LessThanAve,LessThanAve,CDEJ,N1GtLIGt_4,Neutral,LessUnstable,MoreUnstable,ACEFK,PartInhibit,Strong,Moderate,E,SIG,SIG,SIG,LowAtStation,Steep,Dry,ModerateOrLe,OtherRapid,DryMMoistL,None,SigPositive,Other,SWQuad,LVorOther,LV
Neutral,Neutral,WeakUp,Neutral,Neutral,Wet,Dry,VeryWet,VeryWet,Clear,PC,Cloudy,Cloudy,Strong,Strong,StrongWest,Strong,Weak,Strong,Marked,IncCapDecIns,Increasing,Neutral,LittleChange,SVR,Aug20_Sep15,B,AB,PartInhibit,LessThanAve,Average,ABI,LIGt0,Instability,LessUnstable,Average,B,None,Moderate,Slight,B,SIG,SIG,SVR,HighEvrywher,Stable,Average,CloseToDryAd,NoMajor,DryMMoistL,DenvCyclone,LittleChange,Moving,SWQuad,LVorOther,DenvCyclone
Neutral,Down,Down,Down,Down,Neutral,VeryWet,VeryWet,Wet,Clear,Clear,Clear,Clear,Strong,Strong,Other,None,None,None,None,IncCapDecIns,Increasing,Neutral,LittleChange,SIG,Jul16_Aug10,J,CThruK,PartInhibit,Average,MoreThanAve,CDEJ,N1GtLIGt_4,Neutral,Average,LessUnstable,GJ,PartInhibit,Weak,Slight,J,XNIL,XNIL,SIG,HighEvrywher,ModerateOrLe,Dry,ModerateOrLe,NoMajor,DryMMoistL,DenvCyclone,LittleChange,Other,LV,LVorOther,LV
Neutral,Down,StrongUp,StrongUp,StrongUp,Neutral,Dry,Dry,Wet,PC,PC,Clear,PC,Weak,Weak,StrongWest,Strong,Strong,Strong,Some,DecCapIncIns,Decreasing,WeakPos,Increasing,SIG,Jul16_Aug10,K,CThruK,Stifling,MoreThanAve,MoreThanAve,K,N1GtLIGt_4,Stability,LessUnstable,MoreUnstable,ACEFK,PartInhibit,Moderate,Moderate,K,SIG,SIG,SIG,LowNHighS,Stable,VeryMoist,CloseToDryAd,MarkedUpper,Other,MovingFtorOt,SigNegative,Other,SWQuad,LVorOther,WidespdDnsl
Down,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Wet,Wet,Clear,PC,Clear,Clear,None,None,DCVZFavor,None,Strong,Strong,None,LittleChange,LittleChange,StrongPos,Increasing,XNIL,Jun15_Jul1,K,CThruK,None,Average,Average,K,N5GtLIGt_8,Instability,MoreUnstable,MoreUnstable,ACEFK,None,Unfavorable,None,K,XNIL,XNIL,XNIL,LowNHighS,ModerateOrLe,Dry,Steep,NoMajor,Other,MovingFtorOt,LittleChange,Other,AllElse,Westerly,WidespdDnsl
StrongUp,Neutral,Neutral,Neutral,Neutral,Neutral,Wet,Neutral,Neutral,Clear,PC,Clear,Clear,Weak,Strong,StrongWest,Strong,None,Weak,Marked,IncCapDecIns,Increasing,Neutral,LittleChange,SIG,Jun15_Jul1,H,CThruK,None,LessThanAve,MoreThanAve,H,N1GtLIGt_4,Instability,LessUnstable,LessUnstable,HI,None,Strong,Strong,H,SIG,SIG,SIG,HighEvrywher,ModerateOrLe,VeryMoist,CloseToDryAd,MarkedUpper,DryMMoistL,None,LittleChange,None,LV,LVorOther,E_NE
WeakUp,Neutral,Neutral,WeakUp,WeakUp,VeryWet,Dry,Neutral,Neutral,PC,Cloudy,PC,PC,None,Weak,Westerly,Weak,None,Strong,Marked,LittleChange,LittleChange,Neutral,LittleChange,XNIL,Aug20_Sep15,B,AB,PartInhibit,LessThanAve,LessThanAve,ABI,LILt_8,Stability,Average,Average,B,None,Moderate,Slight,B,SVR,SVR,SVR,HighEvrywher,ModerateOrLe,Dry,ModerateOrLe,MarkedUpper,DryMMoistL,DenvCyclone,LittleChange,None,SWQuad,Westerly,DenvCyclone
